name	description	median_diff
Hs~Ref:NM_033661.1~uORF:IOH6391	WD repeat domain 4 (WDR4), transcript variant 2	205.5
Hs~Ref:NM_006007.1~uORF:IOH14289	zinc finger, AN1-type domain 5 (ZFAND5), transcript variant c	205.5
Hs~MGC:BC064834.1~uORF:IOH40742	LPS-responsive vesicle trafficking, beach and anchor containing (LRBA)	205.5
Hs~Ref:NM_020376.2~uORF:IOH14746	patatin-like phospholipase domain containing 2 (PNPLA2)	205.0
Hs~Ref:NM_000593.5~uORF:IOH14037	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) (TAP1)	205.0
Hs~MGC:BC018766.1~uORF:IOH13547	5,10-methylenetetrahydrofolate reductase (NADPH) (MTHFR)	205.0
Hs~MGC:BC094726.1~uORF:IOH62681	Inositol polyphosphate 5-phosphatase OCRL-1	205.0
Hs~MGC:BC072396.1~uORF:IOH61805	T cell receptor gamma variable 9, mRNA (cDNA clone MGC:90486 IMAGE:5755352), complete cds	205.0
Hs~MGC:BC047664.1~uORF:IOH28841	ectonucleoside triphosphate diphosphohydrolase 1 (ENTPD1)	205.0
Hs~MGC:BC068448.1~uORF:IOH40093	EF-hand calcium binding protein 1 (EFCBP1)	204.5
Hs~Ref:NM_004929.2~uORF:IOH1903	calbindin 1, 28kDa (CALB1)	204.5
Hs~Ref:NM_206853.1~uORF:IOH59363	Protein quaking	204.5
Hs~Ref:NM_018696.1~uORF:IOH12628	elaC homolog 1 (E. coli) (ELAC1)	204.5
Hs~MGC:BC020688.1~uORF:IOH12152	ubiquitin specific peptidase 15 (USP15)	204.5
Hs~Ref:NM_024117.3~uORF:IOH3756	mitogen-activated protein kinase associated protein 1 (MAPKAP1), transcript variant 2, mRNA.	204.0
Hs~Ref:NM_002647.1~CAT:PV5126	phosphoinositide-3-kinase, class 3 (PIK3C3)	204.0
Hs~MGC:BC037567.1~uORF:IOH27585	alanine-glyoxylate aminotransferase 2-like 2 (AGXT2L2)	204.0
Hs~MGC:BC046106.1~uORF:IOH26919	WAP four-disulfide core domain 2 (WFDC2)	204.0
Hs~Ref:NM_016301.2~uORF:IOH7464	ATP binding domain 1 family, member C (ATPBD1C)	203.5
Hs~Ref:NM_018206.3~uORF:IOH4148	vacuolar protein sorting 35 homolog (S. cerevisiae) (VPS35)	203.5
Hs~Ref:NM_172037.2~uORF:IOH39980	Retinol dehydrogenase 10	203.5
Hs~MGC:BC001280.1~uORF:IOH21165	Serine/threonine-protein kinase 6	203.5
Hs~Ref:NM_017588.1~uORF:IOH4895	WD repeat domain 5 (WDR5), transcript variant 1	203.5
Hs~Ref:NM_001094.4~uORF:IOH39422	amiloride-sensitive cation channel 1, neuronal (degenerin) (ACCN1), transcript variant 2	203.5
Hs~MGC:BC053320.1~uORF:IOH29401	C-terminal binding protein 1 (CTBP1)	203.5
Hs~Ref:NM_001450.2~uORF:IOH14447	four and a half LIM domains 2 (FHL2), transcript variant 1	203.0
Hs~Ref:NM_015975.3~uORF:IOH14186	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa (TAF9B)	203.0
Hs~Ref:NM_000415.1~uORF:IOH43658	islet amyloid polypeptide (IAPP)	203.0
Hs~MGC:BC011418.1~uORF:IOH9706	retinol saturase (all-trans-retinol 13,14-reductase) (RETSAT)	202.5
Hs~MGC:BC005388.1~uORF:IOH7239	Origin recognition complex subunit 4	202.5
Hs~Ref:NM_138459.2~uORF:IOH12773	Nogo-B receptor	202.5
Hs~Ref:NM_006142.1~uORF:IOH2986	stratifin (SFN)	202.5
Hs~MGC:BC025345.1~uORF:IOH14194	mRNA similar to LOC149651 (cDNA clone MGC:39393 IMAGE:4862156), complete cds	202.5
Hs~Ref:NM_006251.4~CAT:PV4672	AMP-activated protein_kinase A1/B1/G1: PRKAA1/B1/G1 sequences are seperated by -- (in protein list file).	202.5
Hs~MGC:BC006155.1~uORF:IOH6598	adaptor-related protein complex 2, alpha 2 subunit (AP2A2)	202.0
Hs~Ref:NM_001008218.1~uORF:IOH40716	amylase, alpha 1B (salivary) (AMY1B)	202.0
Hs~Ref:NM_017897.1~uORF:IOH3173	3-oxoacyl-ACP synthase, mitochondrial (OXSM)	202.0
Hs~Ref:NM_182563.2~uORF:IOH25780	BRICHOS domain-containing protein C16orf79	202.0
Hs~Ref:NM_033105.1~uORF:IOH11096	DnaJ (Hsp40) homolog, subfamily C, member 5 beta (DNAJC5B)	202.0
Hs~MGC:BC066254.1~uORF:IOH61859	Interleukin-2	202.0
Hs~MGC:NM_152717.1~uORF:IOH22811	hypothetical protein MGC35295 (MGC35295), transcript variant 2	201.5
Hs~MGC:BC024241.2~uORF:IOH11711	Cysteine dioxygenase type 1	201.5
Hs~Ref:NM_002957.3~uORF:IOH39435	retinoid X receptor, alpha (RXRA)	201.5
Hs~Ref:NM_207647.1~uORF:IOH21757	fibronectin type III and SPRY domain containing 1-like (FSD1L), transcript variant 1	201.5
Hs~Ref:NM_030935.1~uORF:IOH3133	TSC22 domain family, member 4 (TSC22D4)	201.5
Hs~MGC:BC007218.1~uORF:IOH6864	FYVE and coiled-coil domain containing 1 (FYCO1)	201.0
Hs~Ref:NM_000572.2~uORF:IOH29878	Interleukin-10	201.0
Hs~Ref:NM_032906.2~uORF:IOH6693	phosphatidylinositol glycan anchor biosynthesis, class Y (PIGY), transcript variant 1	201.0
Hs~Ref:NM_173852.3~uORF:IOH22704	keratinocyte associated protein 2 (KRTCAP2)	201.0
Hs~MGC:BC003188.1~uORF:IOH4526	MACRO domain-containing protein 1	201.0
Hs~Ref:NM_004178.3~uORF:IOH45867	TAR (HIV-1) RNA binding protein 2 (TARBP2), transcript variant 3	200.5
Hs~Ref:NM_006189.1~uORF:IOH35144	olfactory marker protein (OMP)	200.5
Hs~Ref:NM_004579.2~CAT:PV4211	mitogen-activated protein kinase kinase kinase kinase 2 (MAP4K2)	200.5
Hs~MGC:NM_181795.1~uORF:IOH27983	protein kinase (cAMP-dependent, catalytic) inhibitor beta (PKIB), transcript variant 1	200.5
Hs~Ref:NM_138769.1~uORF:IOH13192	ras homolog gene family, member T2 (RHOT2)	200.5
Hs~MGC:BC000954.1~uORF:IOH3033	chromobox homolog 3 (HP1 gamma homolog, Drosophila) (CBX3)	200.5
Hs~Ref:NM_006303.2~uORF:IOH5395	JTV1 gene (JTV1)	200.5
Hs~Ref:NM_130439.1~uORF:IOH10857	MAX interactor 1 (MXI1), transcript variant 2	200.5
Hs~MGC:BC029529.1~uORF:IOH27222	tubulin, beta 2C (TUBB2C)	200.0
Hs~MGC:BC000742.1~uORF:IOH4675	glutathione peroxidase 1 (GPX1)	200.0
Hs~MGC:BC000535.1~uORF:IOH4145	Suppressor of SWI4 1 homolog	200.0
Hs~Ref:NM_032625.1~uORF:IOH40804	chromosome 7 open reading frame 13 (C7orf13)	200.0
Hs~MGC:NM_153212.1~uORF:IOH22179	gap junction protein, beta 4 (GJB4)	200.0
Hs~Ref:NM_153183.1~uORF:IOH54677	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha	199.5
Hs~Ref:NM_031446.2~uORF:IOH12400	Uncharacterized protein C18orf21	199.5
Hs~MGC:BC035058.1~uORF:IOH27691	protein kinase, cAMP-dependent, catalytic, beta (PRKACB)	199.5
Hs~Ref:NM_020185.2~uORF:IOH21099	dual specificity phosphatase 22 (DUSP22)	199.5
Hs~Ref:NM_002939.3~uORF:IOH25734	Ribonuclease inhibitor	199.5
Hs~Ref:NM_030952.1~uORF:IOH21129	NUAK family, SNF1-like kinase, 2 (NUAK2)	199.5
Hs~MGC:BC005339.1~uORF:IOH7206	thiopurine S-methyltransferase (TPMT)	199.5
Hs~Ref:NM_000075.2~N/A	cyclin D1 and cyclin-dependent kinase 4 (CDK4): cyclin D1 and CDK4 sequences are seperated by -- (in the protein list file).	199.5
Hs~Ref:NM_002638.1~uORF:IOH13658	peptidase inhibitor 3, skin-derived (SKALP) (PI3)	199.5
Hs~Ref:NM_020854.2~uORF:IOH9686	KIAA1468 (KIAA1468)	199.5
Hs~MGC:BC001728.1~uORF:IOH4430	TCF3 fusion partner	199.0
Hs~MGC:BC002723.2~uORF:IOH40582	RAD51-like 3 (S. cerevisiae) (RAD51L3)	199.0
Hs~Ref:NM_014408.3~uORF:IOH5925	trafficking protein particle complex 3 (TRAPPC3)	199.0
Hs~Ref:NM_020529.1~uORF:IOH4138	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha (NFKBIA)	199.0
Hs~Ref:NM_198156.1~uORF:IOH43352	von Hippel-Lindau tumor suppressor (VHL), transcript variant 2	199.0
Hs~Ref:NM_006804.2~uORF:IOH27296	StAR-related lipid transfer (START) domain containing 3 (STARD3)	199.0
Hs~MGC:BC009825.2~uORF:IOH14857	Dehydrogenase/reductase SDR family member 12	199.0
Hs~Ref:NM_017871.3~uORF:IOH7042	cleavage and polyadenylation specific factor 3-like (CPSF3L)	199.0
Hs~MGC:BC100026.1~uORF:IOH62766	protein arginine methyltransferase 2, mRNA (cDNA clone MGC:111373 IMAGE:30559810), complete cds	199.0
Hs~Ref:NM_017825.1~uORF:IOH12841	ADP-ribosylhydrolase like 2 (ADPRHL2)	199.0
Hs~Ref:NM_017719.2~N/A	SNF-related serine/threonine-protein kinase	199.0
Hs~MGC:BC031870.2~uORF:IOH22046	diacylglycerol kinase, alpha 80kDa (DGKA)	199.0
Hs~Ref:NM_004927.1~uORF:IOH5582	mitochondrial ribosomal protein L49 (MRPL49), nuclear gene encoding mitochondrial protein	198.5
Hs~Ref:NM_032520.3~uORF:IOH59295	N-acetylglucosamine-1-phosphotransferase subunit gamma	198.5
Hs~Ref:NM_078476.1~uORF:IOH10883	butyrophilin, subfamily 2, member A1 (BTN2A1), transcript variant 2	198.5
Hs~Ref:NM_001001935.1~uORF:IOH45901	ATP synthase subunit alpha, mitochondrial	198.5
Hs~MGC:BC001380.2~uORF:IOH3984	succinate dehydrogenase complex, subunit A, flavoprotein (Fp) (SDHA)	198.5
Hs~Ref:NM_004013.1~uORF:IOH36376	dystrophin (muscular dystrophy, Duchenne and Becker types) (DMD), transcript variant Dp140	198.5
Hs~Ref:NM_018439.1~uORF:IOH23069	Impact homolog (mouse) (IMPACT)	198.0
Hs~Ref:NM_032929.1~uORF:IOH7540	ubiquitin specific protease 45 (USP45)	198.0
Hs~Ref:NM_024508.3~uORF:IOH45853	zinc finger, BED-type containing 2 (ZBED2)	198.0
Hs~MGC:BC004897.1~uORF:IOH5182	Carbonic anhydrase 3	198.0
Hs~Ref:NM_014011.4~uORF:IOH37917	suppressor of cytokine signaling 5 (SOCS5), transcript variant 1	198.0
Hs~MGC:BC006818.1~uORF:IOH3186	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha), mRNA (cDNA clone IMAGE:3448169), complete cds.	198.0
Hs~Ref:NM_177405.1~uORF:IOH40959	cat eye syndrome chromosome region, candidate 1 (CECR1), transcript variant 2	198.0
Hs~Ref:NM_003695.2~uORF:IOH53843	Lymphocyte antigen 6D	197.5
Hs~Ref:NM_052852.1~uORF:IOH5816	zinc finger protein 486 (ZNF486)	197.5
Hs~Ref:NM_183060.1~uORF:IOH44379	cAMP responsive element modulator (CREM), transcript variant 22	197.5
Hs~Ref:NM_005750.2~uORF:IOH34751	chromosome 4 open reading frame 6 (C4orf6)	197.5
Hs~MGC:BC017981.1~uORF:IOH13989	chromosome 8 open reading frame 22 (C8orf22)	197.5
Hs~Ref:NM_033064.1~uORF:IOH11249	ataxia, cerebellar, Cayman type (caytaxin) (ATCAY)	197.5
Hs~Ref:NM_004938.1~CAT:PV3969	Death-associated protein kinase 1	197.5
Hs~Ref:NM_004184.3~uORF:IOH59105	Tryptophanyl-tRNA synthetase, cytoplasmic	197.5
Hs~Ref:NM_032886.1~uORF:IOH6980	transmembrane protein 137 (TMEM137)	197.0
Hs~Ref:NM_080840.1~uORF:IOH11085	protein tyrosine phosphatase, receptor type, A (PTPRA), transcript variant 2	197.0
Hs~Ref:NM_001570.2~N/A	Interleukin-1 receptor-associated kinase-like 2	197.0
Hs~MGC:BC017968.1~uORF:IOH14358	solute carrier family 16, member 10 (aromatic amino acid transporter) (SLC16A10)	197.0
Hs~Ref:NM_005368.1~uORF:IOH12916	myoglobin (MB), transcript variant 1	197.0
Hs~MGC:BC008950.2~uORF:IOH56909	Prenylated Rab acceptor protein 1	196.5
Hs~MGC:BC040290.1~uORF:IOH27654	ubiquitin-conjugating enzyme E2D N-terminal like (UBE2DNL)	196.5
Hs~Ref:NM_178483.2~uORF:IOH43017	chromosome 20 open reading frame 79 (C20orf79)	196.5
Hs~Ref:NM_015023.2~uORF:IOH21950	WD and tetratricopeptide repeats 1 (WDTC1)	196.5
Hs~MGC:BC007852.1~N/A	Serine/threonine-protein kinase 25	196.5
Hs~MGC:BC031830.1~uORF:IOH25818	kelch-like 32 (Drosophila) (KLHL32)	196.5
Hs~Ref:NM_005317.2~uORF:IOH12008	granzyme M (lymphocyte met-ase 1) (GZMM)	196.5
Hs~Ref:NM_182826.1~uORF:IOH29144	Scavenger receptor class A member 3	196.5
Hs~Ref:NM_139010.1~uORF:IOH35167	hemochromatosis (HFE), transcript variant 10	196.5
Hs~Ref:NM_006254.1~N/A	Protein kinase C delta type	196.0
Hs~Ref:NM_130777.1~uORF:IOH13230	X antigen family, member 2 (XAGE2)	196.0
Hs~Ref:NM_004155.2~uORF:IOH4093	serpin peptidase inhibitor, clade B (ovalbumin), member 9 (SERPINB9)	196.0
Hs~Ref:NM_001004419.1~uORF:IOH59666	C-type lectin domain family 2 member D	196.0
Hs~Ref:NM_023926.2~uORF:IOH22949	zinc finger and SCAN domain containing 18 (ZSCAN18)	196.0
Hs~Ref:NM_005717.2~uORF:IOH59937	Actin-related protein 2/3 complex subunit 5	196.0
Hs~MGC:BC069428.1~uORF:IOH61864	calcium and integrin binding family member 3, mRNA (cDNA clone MGC:96922 IMAGE:7262131), complete cds	196.0
Hs~Ref:NM_004718.2~uORF:IOH7545	cytochrome c oxidase subunit VIIa polypeptide 2 like (COX7A2L), nuclear gene encoding mitochondrial protein	195.5
Hs~MGC:BC007847.2~uORF:IOH6718	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D)	195.5
Hs~MGC:BC035687.1~uORF:IOH26040	flavin containing monooxygenase 5 (FMO5)	195.5
Hs~Ref:NM_025055.2~uORF:IOH11794	coiled-coil domain containing 33 (CCDC33), transcript variant 1	195.5
Hs~MGC:BC009739.1~uORF:IOH14525	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 (HERPUD1)	195.0
Hs~Ref:NM_014734.2~uORF:IOH39813	KIAA0247 (KIAA0247)	195.0
Hs~MGC:BC004239.1~uORF:IOH5526	jumping translocation breakpoint (JTB)	195.0
Hs~MGC:BC040280.1~uORF:IOH27452	coiled-coil domain containing 83 (CCDC83)	195.0
Hs~MGC:BC041632.1~uORF:IOH29353	hypothetical LOC339483 (LOC339483)	195.0
Hs~Ref:NM_024708.2~uORF:IOH39832	ankyrin repeat and SOCS box-containing 7 (ASB7), transcript variant 1	194.5
Hs~Ref:NM_002301.2~uORF:IOH10643	lactate dehydrogenase C (LDHC), transcript variant 1	194.5
Hs~Ref:NM_014487.2~uORF:IOH4416	zinc finger protein 330 (ZNF330)	194.5
Hs~Ref:NM_024299.2~uORF:IOH4080	chromosome 20 open reading frame 149 (C20orf149)	194.5
Hs~MGC:BC011923.1~uORF:IOH13453	RNA binding motif protein 33 (RBM33)	194.5
Hs~Ref:NM_003666.1~uORF:IOH13812	basic leucine zipper nuclear factor 1 (JEM-1) (BLZF1)	194.5
Hs~Ref:NM_000687.1~uORF:IOH14308	S-adenosylhomocysteine hydrolase (AHCY)	194.0
Hs~Ref:NM_133487.1~uORF:IOH4038	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae) (RAD51), transcript variant 2	194.0
Hs~MGC:BC009650.1~uORF:IOH11334	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae) (SCC-112)	194.0
Hs~MGC:BC035972.1~uORF:IOH27964	glypican 3 (GPC3)	194.0
Hs~Ref:NM_172208.1~uORF:IOH59271	Tapasin	194.0
Hs~MGC:BC033905.1~uORF:IOH61608	Rho guanine nucleotide exchange factor (GEF) 7, mRNA (cDNA clone MGC:33815 IMAGE:5262912), complete cds	193.5
Hs~Ref:NM_002429.3~uORF:IOH26664	matrix metallopeptidase 19 (MMP19), transcript variant 1	193.5
Hs~Ref:NM_003856.1~uORF:IOH29806	interleukin 1 receptor-like 1 (IL1RL1), transcript variant 2	193.5
Hs~MGC:BC041787.1~uORF:IOH27976	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (SLC11A1)	193.5
Hs~Ref:NM_080388.1~uORF:IOH10271	S100 calcium binding protein A16 (S100A16)	193.5
Hs~MGC:NM_176826.1~uORF:IOH4631	ilvB (bacterial acetolactate synthase)-like (ILVBL), transcript variant 2	193.5
Hs~MGC:BC008386.1~uORF:IOH7171	zinc finger protein 273 (ZNF273)	193.5
Hs~Ref:NM_006739.1~uORF:IOH2893	minichromosome maintenance complex component 5 (MCM5)	193.5
Hs~Ref:NM_021138.2~uORF:IOH21846	TNF receptor-associated factor 2 (TRAF2)	193.0
Hs~Ref:NM_018201.2~uORF:IOH41097	TBC1 domain family member 13	193.0
Hs~MGC:BC014451.1~uORF:IOH13490	protein C receptor, endothelial (EPCR) (PROCR)	193.0
Hs~Ref:NM_002608.1~CAT_PHG0046	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog) (PDGFB), transcript variant 1	193.0
Hs~MGC:BC055088.1~uORF:IOH29459	39S ribosomal protein L21, mitochondrial	193.0
Hs~Ref:NM_032352.1~uORF:IOH6326	Breast cancer metastasis-suppressor 1-like protein	193.0
Hs~Ref:NM_030781.2~uORF:IOH41873	Collectin-12	193.0
Hs~MGC:BC000574.1~uORF:IOH4174	Procollagen C-endopeptidase enhancer 1	192.5
Hs~Ref:NM_022059.1~uORF:IOH26382	chemokine (C-X-C motif) ligand 16 (CXCL16), transcript variant 1	192.5
Hs~Ref:NM_004146.3~uORF:IOH4112	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa (NDUFB7), nuclear gene encoding mitochondrial protein	192.5
Hs~Ref:NM_025026.1~uORF:IOH10990	hypothetical protein FLJ14107 (FLJ14107)	192.5
Hs~MGC:BC008375.1~uORF:IOH7243	SH3 domain containing, Ysc84-like 1 (S. cerevisiae), mRNA (cDNA clone MGC:12275 IMAGE:3996120), complete cds	192.5
Hs~MGC:BC058890.1~uORF:IOH29083	TBC1 domain family, member 3 pseudogene 2 (TBC1D3P2)	192.5
Hs~Ref:NM_005499.2~uORF:IOH5085	SUMO1 activating enzyme subunit 2 (SAE2)	192.5
Hs~Ref:NM_004781.2~uORF:IOH4958	vesicle-associated membrane protein 3 (cellubrevin) (VAMP3)	192.0
Hs~MGC:NM_178014.2~uORF:IOH6917	tubulin, beta (TUBB)	192.0
Hs~Ref:NM_018215.2~uORF:IOH40888	hypothetical protein FLJ10781 (FLJ10781), transcript variant 1	192.0
Hs~MGC:BC016645.2~uORF:IOH25785	phosphoserine aminotransferase 1 (PSAT1)	192.0
Hs~Ref:NM_003254.1~uORF:IOH3196	TIMP metallopeptidase inhibitor 1 (TIMP1)	192.0
Hs~MGC:BC058904.1~uORF:IOH29071	armadillo repeat containing, X-linked 5 (ARMCX5)	192.0
Hs~Ref:NM_022046.3~uORF:IOH35361	Kallikrein-14	192.0
Hs~MGC:BC015169.1~uORF:IOH9936	Ubiquitin-conjugating enzyme E2 Z	192.0
Hs~MGC:BC053998.1~uORF:IOH28976	serine/threonine kinase 16 (STK16)	192.0
Hs~MGC:BC005378.1~uORF:IOH7320	complement component 4 binding protein, beta (C4BPB)	192.0
Hs~Ref:NM_014305.1~uORF:IOH21821	TDP-glucose 4,6-dehydratase (TGDS)	192.0
Hs~Ref:NM_001047.1~uORF:IOH7304	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) (SRD5A1)	192.0
Hs~Ref:NM_004865.2~uORF:IOH10084	TBP-like 1 (TBPL1)	191.5
Hs~MGC:BC032108.1~uORF:IOH23020	vacuolar protein sorting 52 homolog (S. cerevisiae) (VPS52)	191.5
Hs~Ref:NM_017927.2~uORF:IOH43690	mitofusin 1 (MFN1), nuclear gene encoding mitochondrial protein, transcript variant 2	191.5
Hs~Ref:NM_006282.1~N/A	Serine/threonine-protein kinase 4	191.5
Hs~Ref:NM_001868.1~uORF:IOH53980	Carboxypeptidase A1	191.5
Hs~Ref:NM_021063.2~uORF:IOH58956	Histone H2B type 1-D	191.5
Hs~MGC:BC007009.1~uORF:IOH7191	Carboxypeptidase A2	191.5
Hs~Ref:NM_015510.2~uORF:IOH5674	Dehydrogenase/reductase SDR family member 7B	191.5
Hs~Ref:NM_004582.2~uORF:IOH14064	Rab geranylgeranyltransferase, beta subunit (RABGGTB)	191.0
Hs~Ref:NM_031273.1~uORF:IOH35487	testis expressed 13B (TEX13B)	191.0
Hs~Ref:NM_173084.1~uORF:IOH43187	Tripartite motif-containing protein 59	191.0
Hs~Ref:NM_017986.2~uORF:IOH39818	G protein-coupled receptor 172B (GPR172B), transcript variant 2	191.0
Hs~Ref:NM_002626.4~uORF:IOH6888	phosphofructokinase, liver (PFKL), transcript variant 2	191.0
Hs~MGC:BC030557.1~uORF:IOH21719	chromosome 10 open reading frame 118 (C10orf118)	191.0
Hs~Ref:NM_182943.2~uORF:IOH41898	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	191.0
Hs~MGC:BC029827.1~uORF:IOH28674	Down syndrome critical region gene 9 (DSCR9)	190.5
Hs~MGC:BC012539.1~uORF:IOH12758	mediator complex subunit 31 (MED31)	190.5
Hs~Ref:NM_005191.2~uORF:IOH27312	CD80 molecule (CD80)	190.5
Hs~MGC:BC013935.1~uORF:IOH12458	mRNA similar to hypothetical protein FLJ21394 (cDNA clone MGC:24280 IMAGE:3950761), complete cds	190.5
Hs~MGC:BC007704.1~uORF:IOH6307	synaptojanin 2 binding protein (SYNJ2BP)	190.5
Hs~Ref:NM_001803.1~uORF:IOH4221	CD52 molecule (CD52)	190.5
Hs~Ref:NM_005643.2~uORF:IOH13738	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa (TAF11)	190.5
Hs~Ref:NM_173080.1~uORF:IOH34934	small proline-rich protein 4 (SPRR4)	190.5
Hs~Ref:NM_005092.2~uORF:IOH34742	tumor necrosis factor (ligand) superfamily, member 18 (TNFSF18)	190.0
Hs~MGC:NM_173088.1~uORF:IOH5097	calpain 3, (p94) (CAPN3), transcript variant 4	190.0
Hs~MGC:BC017917.1~uORF:IOH27928	triosephosphate isomerase 1 (TPI1)	190.0
Hs~MGC:BC003656.1~uORF:IOH27778	minichromosome maintenance complex component 5 (MCM5)	190.0
Hs~Ref:NM_004451.3~uORF:IOH39702	estrogen-related receptor alpha (ESRRA)	189.5
Hs~Ref:NM_002577.1~N/A	Serine/threonine-protein kinase PAK 2	189.5
Hs~MGC:BC015725.1~uORF:IOH10141	Folliculin	189.5
Hs~MGC:BC024267.1~uORF:IOH13225	TNF receptor-associated factor 7 (TRAF7)	189.5
Hs~Ref:NM_016058.1~uORF:IOH10494	TP53RK binding protein (TPRKB)	189.5
Hs~MGC:BC028113.1~uORF:IOH21569	glutaredoxin 2 (GLRX2)	189.5
Hs~Ref:NM_032174.2~uORF:IOH13297	translocase of outer mitochondrial membrane 40 homolog (yeast)-like (TOMM40L)	189.5
Hs~MGC:BC024209.1~uORF:IOH14787	centromere protein J (CENPJ)	189.5
Hs~Ref:NM_002983.1~uORF:IOH29648	chemokine (C-C motif) ligand 3 (CCL3)	189.0
Hs~MGC:BC065525.1~uORF:IOH40477	adducin 2 (beta) (ADD2)	189.0
Hs~Ref:NM_031279.2~uORF:IOH10786	alanine-glyoxylate aminotransferase 2-like 1 (AGXT2L1)	189.0
Hs~Ref:NM_002279.3~uORF:IOH13096	keratin 33B (KRT33B)	189.0
Hs~Ref:NM_020175.1~uORF:IOH13452	dihydrouridine synthase 3-like (S. cerevisiae) (DUS3L)	189.0
Hs~Ref:NM_030588.1~uORF:IOH1868	ATP-dependent RNA helicase A	189.0
Hs~MGC:BC004938.1~uORF:IOH5465	chromosome 11 open reading frame 9, mRNA (cDNA clone IMAGE:3608282), complete cds.	189.0
Hs~MGC:BC004424.1~uORF:IOH5017	polymerase (RNA) III (DNA directed) polypeptide C (62kD) (POLR3C)	189.0
Hs~MGC:NM_152516.1~uORF:IOH23070	copper metabolism (Murr1) domain containing 1 (COMMD1)	189.0
Hs~Ref:NM_014909.2~uORF:IOH27006	vasohibin 1 (VASH1)	188.5
Hs~Ref:NM_007262.1~uORF:IOH3149	Parkinson disease (autosomal recessive, early onset) 7 (PARK7)	188.5
Hs~MGC:BC020844.1~uORF:IOH12056	SPRY domain-containing protein 4	188.5
Hs~MGC:BC001511.1~uORF:IOH14531	Exocyst complex component 3	188.0
Hs~Ref:NM_001961.2~uORF:IOH39624	eukaryotic translation elongation factor 2 (EEF2)	188.0
Hs~Ref:NM_021071.2~uORF:IOH42492	ADP-ribosyltransferase 4 (Dombrock blood group) (ART4)	188.0
Hs~Ref:NM_181893.1~uORF:IOH59929	Ubiquitin-conjugating enzyme E2 D3	188.0
Hs~MGC:BC009956.1~uORF:IOH12720	major histocompatibility complex, class II, DP alpha 1 (HLA-DPA1)	188.0
Hs~Ref:NM_004090.1~uORF:IOH5237	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related) (DUSP3)	187.5
Hs~Ref:NM_001258.1~uORF:IOH29645	cyclin-dependent kinase 3 (CDK3)	187.5
Hs~Ref:NM_138640.1~uORF:IOH40942	golgi associated, gamma adaptin ear containing, ARF binding protein 2 (GGA2), transcript variant 2	187.0
Hs~MGC:BC047741.1~uORF:IOH26659	spinster homolog 1 (Drosophila) (SPNS1)	187.0
Hs~MGC:BC045639.1~uORF:IOH28733	SUMO1/sentrin specific peptidase 1 (SENP1)	187.0
Hs~Ref:NM_203418.1~uORF:IOH41499	regulator of calcineurin 1 (RCAN1), transcript variant 3	187.0
Hs~MGC:BC000879.1~uORF:IOH3208	kynureninase (L-kynurenine hydrolase) (KYNU)	187.0
Hs~Ref:NM_007064.1~N/A	Kalirin	187.0
Hs~MGC:BC068446.1~uORF:IOH40110	UDP glycosyltransferase 3 family, polypeptide A1 (UGT3A1)	186.5
Hs~Ref:NM_006067.3~uORF:IOH3988	COX4 neighbor (COX4NB)	186.5
Hs~MGC:BC049215.1~uORF:IOH26613	2'-5'-oligoadenylate synthetase 2, 69/71kDa (OAS2)	186.5
Hs~Ref:NM_032498.1~uORF:IOH11289	Rhox homeobox family, member 2 (RHOXF2)	186.5
Hs~Ref:NM_004451.3~CAT:PV4665	estrogen-related receptor alpha (ESRRA)	186.5
Hs~Ref:NM_004507.1~uORF:IOH7302	HUS1 checkpoint homolog (S. pombe) (HUS1)	186.5
Hs~MGC:BC036098.1~uORF:IOH27221	neurocalcin delta (NCALD)	186.5
Hs~MGC:BC008374.1~uORF:IOH7134	SH3 domain containing, Ysc84-like 1 (S. cerevisiae) (SH3YL1)	186.0
Hs~MGC:BC014037.1~N/A	Serine/threonine-protein kinase Sgk2	186.0
Hs~MGC:NM_178814.2~uORF:IOH11915	adaptor-related protein complex 1, sigma 3 subunit (AP1S3)	186.0
Hs~MGC:BC008383.1~uORF:IOH7227	elastase 3A, pancreatic (ELA3A)	186.0
Hs~MGC:BC007566.1~uORF:IOH6849	mannose-6-phosphate receptor binding protein 1 (M6PRBP1)	186.0
